shot_id,x,y,team_id,made,description,meta,flag2
2839649457,16.0,42.0,536,False,2nd 00:57:40 : missed by Kye Dickson(UTRGV) 70-87,period_2 player_787287571 team_536,False
2839649466,69.0,70.0,301,False,2nd 00:32:30 : missed by Keaton Wagler(Illinois) 70-87,period_2 player_787287558 team_301,False
2839649468,5.0,96.0,536,True,2nd 00:17:30 : made by Marvin McGhee III(UTRGV) 73-87,period_2 player_787287565 team_536,False
2840279572,71.0,73.0,164,True,1st 19:42:00 : made by Solo Ball(UConn) 3-0,period_1 player_787324643 team_164,False
2840279576,79.0,88.0,164,False,1st 19:14:00 : missed by Solo Ball(UConn) 3-0,period_1 player_787324643 team_164,False
2840279578,19.0,59.0,301,False,1st 18:54:00 : missed by Andrej Stojakovic(Illinois) 3-0,period_1 player_787324650 team_301,False
2840279582,73.0,78.0,164,False,1st 18:20:00 : missed by Jaylin Stewart(UConn) 3-0,period_1 player_787324644 team_164,False
2840279584,9.0,87.0,301,True,1st 18:09:00 : made by David Mirkovic(Illinois) 3-2,period_1 player_787324655 team_301,False
2840279586,85.0,94.0,164,True,1st 17:45:00 : made by Alex Karaban(UConn) 6-2,period_1 player_787324641 team_164,False
2840279588,29.0,75.0,301,False,1st 17:27:00 : missed by David Mirkovic(Illinois) 6-2,period_1 player_787324655 team_301,False
2840279590,33.0,39.0,301,False,1st 17:19:00 : missed by Kylan Boswell(Illinois) 6-2,period_1 player_787324659 team_301,False
2840279596,23.0,86.0,301,True,1st 16:58:00 : made by Keaton Wagler(Illinois) 6-5,period_1 player_787324658 team_301,False
2840279598,93.0,59.0,164,True,1st 16:34:00 : made by Jaylin Stewart(UConn) 8-5,period_1 player_787324644 team_164,False
2840279599,15.0,42.0,301,False,1st 16:25:00 : missed by Andrej Stojakovic(Illinois) 8-5,period_1 player_787324650 team_301,False
2840279609,8.0,47.0,301,True,1st 15:49:00 : made by Kylan Boswell(Illinois) 8-7,period_1 player_787324659 team_301,False
2840279611,68.0,32.0,164,True,1st 15:40:00 : made by Silas Demary Jr.(UConn) 11-7,period_1 player_787324642 team_164,False
